Which of the following is a characteristic feature of coagulative necrosis?,Liquefaction of tissue,Suppuration,Formation of granulation tissue,Preservation of tissue architecture,D
What is the primary mechanism of cell injury in radiation exposure?,Impaired protein synthesis,Disruption of cellular membranes,DNA damage and impaired DNA repair,Activation of caspases,C
Which of the following is a characteristic feature of chronic inflammation?,Preservation of tissue architecture,Tissue fibrosis and scarring,Suppuration and abscess formation,Tissue eosinophilia,B
What is the primary mechanism of cell injury in hypoxia?,Impaired protein synthesis,Disruption of cellular membranes,Activation of caspases,Impaired oxidative phosphorylation,D
Which of the following is a characteristic feature of caseous necrosis?,Granuloma formation with central necrosis,Preservation of tissue architecture,Liquefaction of tissue,Suppuration,A
What is the primary mechanism of cell injury in autoimmune diseases?,Impaired protein synthesis,Activation of caspases,Disruption of cellular membranes,Tissue destruction by immune cells,D
Which of the following is a characteristic feature of acute inflammation?,Tissue eosinophilia,Tissue fibrosis and scarring,Formation of granulation tissue,Neutrophilic infiltrate and fibrin exudation,D
What is the primary mechanism of cell injury in genetic mutations?,Disruption of cellular membranes,Activation of caspases,Generation of reactive oxygen species (ROS),Impaired protein synthesis,D
Which of the following is a characteristic feature of acute inflammation?,Tissue eosinophilia,Neutrophilic infiltrate and fibrin exudation,Tissue fibrosis and scarring,Formation of granulation tissue,B
What is the primary cellular mediator of acute inflammation?,Neutrophils,Lymphocytes,Macrophages,Eosinophils,A
Which of the following is a characteristic feature of chronic inflammation?,Formation of fibrin,Infiltration of lymphocytes and macrophages,Vasodilation and increased vascular permeability,Tissue necrosis,B
What is the primary mechanism of tissue repair in wound healing?,Formation of granulation tissue and deposition of extracellular matrix,Migration of epithelial cells and re-epithelialization,Proliferation of fibroblasts and deposition of collagen,Remodeling of the extracellular matrix,A
Which of the following is a characteristic feature of granulation tissue?,Proliferation of fibroblasts and deposition of collagen,Infiltration of lymphocytes and macrophages,Tissue necrosis,Vasodilation and increased vascular permeability,A
What is the primary mediator of vasodilation in acute inflammation?,Leukotrienes,Cytokines,Histamine,Prostaglandins,C
Which of the following is a characteristic feature of resolution in acute inflammation?,Complete restoration of tissue architecture and function,Tissue necrosis,Chronic inflammation,Proliferation of fibroblasts and deposition of collagen,A
What is the primary mechanism of tissue repair in bone fractures?,Remodeling of the extracellular matrix,Formation of cartilaginous callus followed by bony callus formation,Proliferation of fibroblasts and deposition of collagen,Migration of epithelial cells and re-epithelialization,B
Which of the following is a characteristic feature of chronic inflammation?,Tissue fibrosis and scarring,Tissue eosinophilia,Preservation of tissue architecture,Suppuration and abscess formation,A
What is the primary mechanism of tissue repair in liver injury?,Proliferation of fibroblasts and deposition of collagen,Regeneration of hepatocytes,Migration of epithelial cells and re-epithelialization,Remodeling of the extracellular matrix,B
Which of the following is a characteristic feature of repair by fibrosis?,Granulation tissue formation,Preservation of tissue architecture,Deposition of collagen and formation of scar tissue,Eosinophilic infiltrate,C
What is the primary mechanism of tissue repair in skin wounds?,Migration of epithelial cells and re-epithelialization,Proliferation of fibroblasts and deposition of collagen,Remodeling of the extracellular matrix,Formation of granulation tissue and deposition of extracellular matrix,A
Which of the following is a characteristic feature of chronic inflammation?,Neutrophilic infiltrate and fibrin exudation,Acute neutrophilic infiltrate,Tissue destruction and fibrosis,Tissue eosinophilia,C
What is the primary mechanism of tissue repair in myocardial infarction?,Formation of scar tissue,Proliferation of fibroblasts and deposition of collagen,Migration of endothelial cells and angiogenesis,Regeneration of myocardial cells,A
Which of the following is a characteristic feature of granulation tissue?,Vasodilation and increased vascular permeability,Tissue fibrosis and scarring,Angiogenesis and proliferation of fibroblasts,Tissue necrosis,C
What is the primary mediator of pain in acute inflammation?,Cytokines,Prostaglandins,Leukotrienes,Histamine,B
Which of the following is a characteristic feature of chronic inflammation?,Proliferation of fibroblasts and deposition of collagen,Resolution of inflammation,Infiltration of neutrophils,Complete restoration of tissue architecture and function,A
What is the primary mechanism of tissue repair in lung injury?,Migration of epithelial cells and re-epithelialization,Regeneration of lung parenchyma,Remodeling of the extracellular matrix,Fibrosis and scar formation,D
Which of the following is a characteristic feature of chronic inflammation?,Tissue eosinophilia,Tissue fibrosis and scarring,Preservation of tissue architecture,Suppuration and abscess formation,B
What is the primary mechanism of tissue repair in bone fractures?,Remodeling of the extracellular matrix,Proliferation of fibroblasts and deposition of collagen,Formation of cartilaginous callus followed by bony callus formation,Migration of epithelial cells and re-epithelialization,C
Which of the following is a characteristic feature of type I hypersensitivity reactions?,Delayed-type hypersensitivity,IgE-mediated mast cell degranulation,Immune complex deposition,T-cell mediated cytotoxicity,B
What is the primary mechanism of tissue injury in type II hypersensitivity reactions?,Release of cytokines,Antibody-mediated cell destruction,Formation of immune complexes,Activation of complement system,B
Which of the following is a characteristic feature of type III hypersensitivity reactions?,IgE-mediated mast cell degranulation,T-cell mediated cytotoxicity,Formation of immune complexes and tissue damage,Delayed-type hypersensitivity,C
What is the primary mechanism of tissue injury in type IV hypersensitivity reactions?,Release of cytokines,Activation of complement system,T-cell mediated cytotoxicity,Formation of immune complexes,C
Which of the following is a characteristic feature of systemic lupus erythematosus (SLE)?,T-cell mediated cytotoxicity,Autoantibodies against nuclear antigens,Eosinophilic infiltrate,Granulomatous inflammation,B
What is the primary mechanism of tissue injury in rheumatoid arthritis (RA)?,T-cell mediated cytotoxicity,Formation of immune complexes,Chronic inflammation and autoantibody production,Delayed-type hypersensitivity,C
Which of the following is a characteristic feature of IgA nephropathy (Berger disease)?,Deposition of IgA immune complexes in the glomeruli,IgE-mediated mast cell degranulation,T-cell mediated cytotoxicity,Autoantibodies against basement membrane components,A
What is the primary mechanism of tissue injury in multiple sclerosis (MS)?,IgE-mediated mast cell degranulation,Formation of immune complexes,Delayed-type hypersensitivity,T-cell mediated autoimmune attack on myelin,D
Which of the following is a characteristic feature of autoimmune hemolytic anemia (AIHA)?,T-cell mediated cytotoxicity,Granulomatous inflammation,Eosinophilic infiltrate,Autoantibodies against red blood cells,D
What is the primary mechanism of tissue injury in type I diabetes mellitus?,Activation of complement system,Release of cytokines,Formation of immune complexes,T-cell mediated destruction of pancreatic beta cells,D
Which of the following is a characteristic feature of celiac disease?,T-cell mediated cytotoxicity,Autoimmune-mediated damage to small intestinal villi,Eosinophilic infiltrate,Granulomatous inflammation,B
What is the primary mechanism of tissue injury in Graves' disease?,Activation of complement system,Formation of immune complexes,Release of cytokines,Autoantibodies against the thyroid-stimulating hormone receptor,D
Which of the following is a characteristic feature of Goodpasture syndrome?,Granulomatous inflammation,T-cell mediated cytotoxicity,Eosinophilic infiltrate,Autoantibodies against basement membrane components,D
What is the primary mechanism of tissue injury in pemphigus vulgaris?,Autoantibodies against desmosomal proteins,Formation of immune complexes,Activation of complement system,Release of cytokines,A
Which of the following is a characteristic feature of Hashimoto's thyroiditis?,Autoimmune destruction of thyroid follicles,Granulomatous inflammation,T-cell mediated cytotoxicity,Eosinophilic infiltrate,A
What is the primary mechanism of tissue injury in systemic sclerosis (scleroderma)?,Formation of immune complexes,Activation of complement system,Excessive deposition of collagen and fibrosis,Release of cytokines,C
Which of the following is a characteristic feature of myasthenia gravis?,Eosinophilic infiltrate,T-cell mediated cytotoxicity,Autoantibodies against the acetylcholine receptor,Granulomatous inflammation,C
What is the primary mechanism of tissue injury in Sjögren's syndrome?,Release of cytokines,Autoimmune-mediated destruction of salivary and lacrimal glands,Formation of immune complexes,Activation of complement system,B
Which of the following is a characteristic feature of Wegener's granulomatosis?,Necrotizing granulomatous inflammation and vasculitis,T-cell mediated cytotoxicity,Autoantibodies against basement membrane components,IgE-mediated mast cell degranulation,A
What is the primary mechanism of tissue injury in ulcerative colitis?,Autoimmune-mediated inflammation of the colon mucosa,Activation of complement system,Formation of immune complexes,Release of cytokines,A
Which of the following is a characteristic feature of autosomal dominant inheritance?,Transmission through carrier females,Equal frequency in males and females,Carrier males only,Vertical transmission from one generation to the next,D
What is the primary mechanism responsible for X-linked recessive inheritance?,Transmission through carrier females,Mutation in a gene located on the X chromosome,Vertical transmission from one generation to the next,Equal frequency in males and females,B
Which of the following is a characteristic feature of trinucleotide repeat disorders?,Expansion of repetitive DNA sequences,Deletion of a chromosomal segment,Translocation of genetic material,Mutation in a single gene,A
What is the primary mechanism responsible for autosomal recessive inheritance?,Mutation in a gene located on the X chromosome,Vertical transmission from one generation to the next,Transmission through carrier females,Homozygous mutation in a gene,D
Which of the following is a characteristic feature of genomic imprinting?,Vertical transmission from one generation to the next,Equal frequency in males and females,Parent-of-origin-specific gene expression,Transmission through carrier females,C
What is the primary mechanism responsible for X-linked dominant inheritance?,Equal frequency in males and females,Vertical transmission from one generation to the next,Transmission through carrier females,Mutation in a gene located on the X chromosome,D
Which of the following is a characteristic feature of epigenetic modifications?,Vertical transmission from one generation to the next,Heritable changes in gene expression without altering DNA sequence,Mutation in a single gene,Translocation of genetic material,B
What is the primary mechanism responsible for mitochondrial inheritance?,Transmission through carrier females,Equal frequency in males and females,Transmission through the maternal line,Vertical transmission from one generation to the next,C
Which of the following is a characteristic feature of chromosomal translocations?,Equal frequency in males and females,Transmission through carrier females,Exchange of genetic material between non-homologous chromosomes,Vertical transmission from one generation to the next,C
What is the primary mechanism responsible for mosaicism?,Vertical transmission from one generation to the next,Transmission through carrier females,Mutation in a gene located on the X chromosome,Presence of two or more cell populations with different genetic makeup,D
Which of the following is a characteristic feature of genetic anticipation?,Expansion of trinucleotide repeat sequences with increasing disease severity in subsequent generations,Vertical transmission from one generation to the next,Equal frequency in males and females,Transmission through carrier females,A
What is the primary mechanism responsible for uniparental disomy?,Mutation in a gene located on the X chromosome,Vertical transmission from one generation to the next,Transmission through carrier females,Inheritance of both copies of a chromosome from one parent,D
Which of the following is a characteristic feature of Lynch syndrome (hereditary non-polyposis colorectal cancer)?,Defective DNA mismatch repair genes,Equal frequency in males and females,Transmission through carrier females,Vertical transmission from one generation to the next,A
Which of the following is a characteristic feature of imprinting disorders?,Equal frequency in males and females,Transmission through carrier females,Abnormal expression of imprinted genes,Vertical transmission from one generation to the next,C
What is the primary mechanism responsible for genetic predisposition to cancer?,Vertical transmission from one generation to the next,Equal frequency in males and females,Transmission through carrier females,Inherited mutations in tumor suppressor genes or oncogenes,D
Which of the following is a characteristic feature of microsatellite instability?,Defective DNA mismatch repair genes,Vertical transmission from one generation to the next,Transmission through carrier females,Equal frequency in males and females,A
What is the primary mechanism responsible for gene amplification?,Duplication of a gene or chromosomal segment,Vertical transmission from one generation to the next,Transmission through carrier females,Mutation in a gene located on the X chromosome,A
Which of the following is a characteristic feature of genetic mosaicism?,Equal frequency in males and females,Transmission through carrier females,Presence of two or more cell populations with different genetic makeup,Vertical transmission from one generation to the next,C
What is the primary mechanism responsible for anticipation in trinucleotide repeat disorders?,Expansion of the trinucleotide repeat sequence with increasing disease severity in subsequent generations,Vertical transmission from one generation to the next,Mutation in a gene located on the X chromosome,Transmission through carrier females,A
Which of the following is a characteristic feature of a benign tumor?,Metastasis to distant sites,Angiogenesis,Invasion of surrounding tissues,Well-differentiated cells,D
What is the primary mechanism responsible for oncogene activation?,Gene amplification,Chromosomal translocations,Point mutations,Epigenetic modifications,C
Which of the following is a characteristic feature of a malignant tumor?,Encapsulation,Invasion of surrounding tissues,Well-differentiated cells,Mitotic figures absent,B
What is the primary mechanism responsible for tumor suppressor gene inactivation?,Gene amplification,Chromosomal translocations,Histone modifications,Loss of function mutations,D
Which of the following is a characteristic feature of metastasis?,Well-differentiated cells,Encapsulation,Spread to distant sites through blood or lymphatics,Localized growth without invasion,C
What is the primary mechanism responsible for angiogenesis in tumors?,Point mutations,Gene amplification,Epigenetic modifications,Release of angiogenic factors by tumor cells,D
Which of the following is a characteristic feature of dysplasia?,Metastasis to distant sites,Angiogenesis,Invasion of surrounding tissues,Disordered growth and cellular differentiation,D
What is the primary mechanism responsible for genomic instability in cancer cells?,Chromosomal translocations,Gene amplification,Histone modifications,Defects in DNA repair mechanisms,D
Which of the following is a characteristic feature of anaplasia?,Mitotic figures absent,Invasion of surrounding tissues,Encapsulation,Lack of cellular differentiation,D
What is the primary mechanism responsible for telomerase activation in cancer cells?,Point mutations,Reactivation of telomerase enzyme,Gene amplification,Epigenetic modifications,B
Which of the following is a characteristic feature of carcinoma in situ?,Metastasis to distant sites,Invasion of surrounding tissues,Angiogenesis,Pre-invasive neoplastic cells confined to the epithelium,D
What is the primary mechanism responsible for epigenetic alterations in cancer cells?,Point mutations,Gene amplification,Chromosomal translocations,Changes in DNA methylation and histone modifications,D
Which of the following is a characteristic feature of tumor heterogeneity?,Presence of diverse cell populations within a tumor,Well-differentiated cells,Invasion of surrounding tissues,Encapsulation,A
What is the primary mechanism responsible for tumor suppressor gene silencing in cancer cells?,Histone modifications,Promoter hypermethylation,Gene amplification,Chromosomal translocations,B
Which of the following is a characteristic feature of pleomorphism?,Encapsulation,Variability in cell size and shape,Invasion of surrounding tissues,Mitotic figures absent,B
What is the primary mechanism responsible for loss of cell cycle control in cancer cells?,Chromosomal translocations,Gene amplification,Epigenetic modifications,Mutations in cell cycle regulatory genes,D
Which of the following is a characteristic feature of anaplastic tumors?,Invasion of surrounding tissues,Encapsulation,Mitotic figures absent,Lack of cellular differentiation and pleomorphism,D
What is the primary mechanism responsible for genomic instability in cancer cells?,Chromosomal translocations,Defects in DNA repair mechanisms,Gene amplification,Epigenetic modifications,B
Which of the following is a characteristic feature of tumor-associated angiogenesis?,Well-differentiated cells,Encapsulation,Formation of new blood vessels to support tumor growth,Invasion of surrounding tissues,C
What is the primary mechanism responsible for cancer cell apoptosis evasion?,Chromosomal translocations,Dysregulation of apoptotic signaling pathways,Histone modifications,Gene amplification,B
Which of the following is a characteristic feature of acute lymphoblastic leukemia (ALL)?,Presence of lymphoblasts in the bone marrow and peripheral blood,Reactive lymphocytes with atypical morphology,Elevated neutrophil count and left shift,Decreased platelet count and increased megakaryocytes,A
What is the primary mechanism responsible for the development of polycythemia vera (PV)?,Defective iron absorption and utilization,Disruption of the bone marrow microenvironment,JAK2 mutation leading to increased erythropoietin production,Inhibition of erythropoietin production by renal cells,C
Which of the following is a characteristic feature of hairy cell leukemia (HCL)?,Increased platelet count and megakaryocytic hyperplasia,Presence of hairy cells with cytoplasmic projections,Elevated neutrophil count and left shift,Reactive lymphocytes with atypical morphology,B
What is the primary mechanism responsible for the development of essential thrombocythemia (ET)?,Disruption of the bone marrow microenvironment,Inhibition of thrombopoietin production by renal cells,Defective iron absorption and utilization,JAK2 mutation leading to increased platelet production,D
Which of the following is a characteristic feature of chronic myeloid leukemia (CML)?,Reactive lymphocytes with atypical morphology,Presence of the Philadelphia chromosome (BCR-ABL fusion),Decreased platelet count and increased megakaryocytes,Elevated neutrophil count and left shift,B
What is the primary mechanism responsible for the development of myelodysplastic syndrome (MDS)?,Defective iron absorption and utilization,Disruption of the bone marrow microenvironment,Clonal expansion of abnormal hematopoietic stem cells,Inhibition of erythropoietin production by renal cells,C
Which of the following is a characteristic feature of multiple myeloma (MM)?,Elevated neutrophil count and left shift,Reactive lymphocytes with atypical morphology,Monoclonal gammopathy and presence of plasma cells in the bone marrow,Increased platelet count and megakaryocytic hyperplasia,C
What is the primary mechanism responsible for the development of chronic lymphocytic leukemia (CLL)?,Disruption of the bone marrow microenvironment,Inhibition of thrombopoietin production by renal cells,Accumulation of clonal B lymphocytes,Defective iron absorption and utilization,C
Which of the following is a characteristic feature of primary myelofibrosis (PMF)?,Reactive lymphocytes with atypical morphology,Elevated neutrophil count and left shift,Fibrosis of the bone marrow with teardrop-shaped red blood cells,Decreased platelet count and increased megakaryocytes,C
What is the primary mechanism responsible for the development of Hodgkin lymphoma (HL)?,Reed-Sternberg cells and presence of characteristic lymph node architecture,Defective iron absorption and utilization,Disruption of the bone marrow microenvironment,Inhibition of erythropoietin production by renal cells,A
Which of the following is a characteristic feature of acute myeloid leukemia (AML)?,Increased myeloblasts in the bone marrow and peripheral blood,Increased platelet count and megakaryocytic hyperplasia,Reactive lymphocytes with atypical morphology,Elevated neutrophil count and left shift,A
What is the primary mechanism responsible for the development of non-Hodgkin lymphoma (NHL)?,Disruption of the bone marrow microenvironment,Inhibition of thrombopoietin production by renal cells,Proliferation of malignant lymphocytes,Defective iron absorption and utilization,C
Which of the following is a characteristic feature of mantle cell lymphoma (MCL)?,Elevated neutrophil count and left shift,Presence of cyclin D1 overexpression,Reactive lymphocytes with atypical morphology,Decreased platelet count and increased megakaryocytes,B
What is the primary mechanism responsible for the development of acute lymphoblastic leukemia (ALL)?,Defective iron absorption and utilization,Clonal expansion of abnormal lymphoid progenitor cells,Disruption of the bone marrow microenvironment,Inhibition of erythropoietin production by renal cells,B
Which of the following is a characteristic feature of follicular lymphoma (FL)?,Presence of t(14;18) translocation and follicular pattern,Reactive lymphocytes with atypical morphology,Increased platelet count and megakaryocytic hyperplasia,Elevated neutrophil count and left shift,A
The most common cause of myocarditis is:,Parasitic infection,Fungal infection,Viral infection,Bacterial infection,C
Which of the following is a characteristic feature of hypertrophic cardiomyopathy?,Thickening of the left ventricular wall,Right ventricular hypertrophy,Increased cardiac output,Left ventricular dilation,A
Which of the following is a histological hallmark of atherosclerosis?,Smooth muscle cell hypertrophy,Infiltration of neutrophils in the media,Presence of foam cells in the intima,Formation of a fibrous cap around a lipid core,D
Which of the following is the primary cause of angina pectoris?,Coronary artery thrombosis,Coronary artery atherosclerosis,Coronary artery vasospasm,Coronary artery dissection,B
Which of the following is a common complication of acute rheumatic fever?,Peripheral artery disease,Coronary artery disease,Congestive heart failure,Rheumatic heart disease,D
What is the most common cause of mitral stenosis?,Congenital heart defect,Infective endocarditis,Mitral valve prolapse,Rheumatic heart disease,D
Which of the following is a characteristic feature of infective endocarditis?,Infiltration of eosinophils in the endocardium,Calcification of the heart valves,Thickening of the myocardium,Formation of vegetations on the heart valves,D
Which of the following is a hallmark feature of dilated cardiomyopathy?,Left ventricular hypertrophy and diastolic dysfunction,Right ventricular dilation and systolic dysfunction,Right ventricular hypertrophy and diastolic dysfunction,Left ventricular dilation and systolic dysfunction,D
Which of the following is the most common cause of sudden cardiac death in young athletes?,Myocardial infarction,Hypertrophic cardiomyopathy,Long QT syndrome,Arrhythmogenic right ventricular cardiomyopathy,B
What is the primary cause of essential hypertension?,Endocrine disorders,Kidney disease,Genetic factors,Unknown etiology,D
Which of the following is a characteristic feature of a dissecting aortic aneurysm?,Thickening of the aortic wall,Separation of the layers of the aortic wall,Dilation of the aortic root,Calcification of the aortic wall,B
Which of the following is a characteristic feature of Kawasaki disease?,Calcification of the myocardium,Constrictive pericarditis,Coronary artery aneurysms,Fibrinous pericarditis,C
What is the most common cause of pulmonary embolism?,Thrombus from deep vein thrombosis,Air embolism,Fat embolism,Amniotic fluid embolism,A
Which of the following is a characteristic feature of acute pericarditis?,Cardiac tamponade,Constrictive pericarditis,Fibrinous exudate in the myocardium,Chest pain that worsens with inspiration,D
Which of the following is a common cause of secondary hypertension?,Primary aldosteronism,Renal artery stenosis,Cushing's syndrome,Pheochromocytoma,B
Which of the following is a characteristic feature of aortic stenosis?,Mitral valve regurgitation,Narrowing of the aortic valve orifice,Left atrial dilation,Bicuspid aortic valve,B
What is the most common cause of congestive heart failure?,Hypertension,Valvular heart disease,Cardiomyopathy,Coronary artery disease,D
Which of the following is a characteristic feature of rheumatic heart disease?,Calcification of the heart valves,Fibrosis and scarring of the heart valves,Formation of vegetations on the heart valves,Dilation of the heart chambers,B
Which of the following is the primary cause of varicose veins?,Venous valve dysfunction,Fibromuscular dysplasia,Arterial obstruction,Lymphatic obstruction,A
What is the most common cause of acute myocardial infarction?,Coronary artery dissection,Coronary artery thrombosis,Coronary artery vasospasm,Coronary artery atherosclerosis,B
What is the most common cause of community-acquired pneumonia?,Mycoplasma pneumoniae,Klebsiella pneumoniae,Streptococcus pneumoniae,Legionella pneumophila,C
